,ID,Name,Position,Overall,Potential,BS,IR,PAC,SHO,PAS,DRI,DEF,PHY,Value,Wage,TotalStats
4739,213509, Lucas,CB,71,73,326,1 ★,48,39,49,38,72,80,€2M,€10K,1504
4740,220677, J. Morrell,CM,67,74,364,1 ★,71,54,65,70,51,53,€2M,€5K,1728
4741,229896, Jordi Calavera,RB,69,74,395,1 ★,77,56,59,66,63,74,€2M,€4K,1846
4742,233225, S. Taniguchi,CB,72,72,372,1 ★,64,45,59,60,73,71,€2M,€9K,1731
4743,204043, E. Dilaver,CB,72,72,385,1 ★,71,46,59,61,71,77,€2M,€11K,1797
4744,223245, B. Fernández,ST RM,70,72,376,1 ★,81,70,68,70,29,58,€2M,€8K,1810
4745,236301, Koke Vegas,GK,70,76,389,1 ★,72,70,60,68,52,67,€2M,€8K,1097
4746,206606, P. Hofmann,ST,71,71,352,1 ★,57,72,50,60,34,79,€2M,€10K,1607
4747,229648, J. Van Cleemput,RB,69,74,367,1 ★,71,31,64,66,64,71,€2M,€6K,1725
4748,209937, Quini,LB RB,72,72,401,1 ★,74,60,64,72,68,63,€2M,€17K,1866
4749,239635, K. Fila,RB,67,74,378,1 ★,82,47,60,60,61,68,€2M,€3K,1698
4750,223510, A. Mendy,ST,70,72,356,1 ★,69,72,51,63,24,77,€2M,€6K,1663
4751,188182, L. Balogun,CB,73,73,364,1 ★,53,45,60,60,74,72,€2M,€36K,1711
4752,229912, J. Emmanuel,RB,67,74,378,1 ★,79,36,60,65,62,76,€2M,€3K,1694
4753,235544, S. Memišević,CB CDM,71,73,376,1 ★,59,48,54,62,69,84,€2M,€9K,1730
4754,242200, T. Rönning,GK,67,75,352,1 ★,66,68,63,69,18,68,€2M,€1K,1067
4755,200473, S. Skrzybski,ST RM,71,71,383,1 ★,75,73,65,75,33,62,€2M,€18K,1835
4756,238873, P. Pellegri,ST,66,80,331,1 ★,64,65,54,66,20,62,€2M,€8K,1522
4757,241179, Cristian Rivero,GK,67,76,355,1 ★,71,60,62,73,27,62,€2M,€7K,987
4758,248091, D. Lazar,GK,72,74,394,1 ★,70,68,65,74,45,72,€2M,€7K,1181
4759,239645, M. de los Santos,CB,71,73,377,1 ★,54,56,58,58,69,82,€2M,€3K,1806
4760,215070, G. Ortíz,CB,71,73,348,1 ★,65,41,48,47,71,76,€2M,€9K,1622
4761,225310, B. Thompson,CM CAM,69,73,406,1 ★,69,60,64,72,64,77,€2M,€7K,1886
4762,248862, J. Orellana,LB,67,74,360,1 ★,77,37,57,61,63,65,€2M,€500,1633
4763,194846, F. Hanin,LB,72,72,402,1 ★,79,44,68,72,67,72,€2M,€7K,1852
4764,248863, H. Rodríguez,CM LM CDM,67,74,376,1 ★,74,55,57,66,59,65,€2M,€500,1704
4765,213536, M. Crépeau,GK,71,75,399,1 ★,70,69,65,74,50,71,€2M,€4K,1240
4766,252704, M. Sala,LB,66,78,342,1 ★,72,33,52,64,63,58,€2M,€950,1595
4767,239393, D. Frieser,LW RW ST,71,71,397,1 ★,75,69,68,72,44,69,€2M,€11K,1861
4768,233763, P. Dahlberg,GK,67,75,357,1 ★,67,64,65,68,28,65,€2M,€3K,990
4769,210724, C. Paterson,ST CAM,70,72,411,1 ★,70,67,61,62,68,83,€2M,€12K,1928
4770,208424, M. Ricci,CM,70,72,386,1 ★,72,59,68,71,54,62,€2M,€22K,1833
4771,251944, Joan Femenías,GK,67,75,335,1 ★,67,66,47,73,20,62,€2M,€2K,936
4772,216105, G. Dewaele,RB CB RM,69,74,384,1 ★,71,61,60,57,65,70,€2M,€6K,1799
4773,230185, Túlio Changas,GK,72,72,402,1 ★,72,71,75,73,43,68,€2M,€15K,1245
4774,243244, H. Türkmen,CB,70,73,359,1 ★,73,37,50,57,72,70,€2M,€13K,1666
4775,205869, Jairo,LM RM ST,71,71,368,2 ★,82,62,66,75,29,54,€2M,€7K,1772
4776,240941, L. Pintor,RW LW,66,78,350,1 ★,79,66,54,70,27,54,€2M,€10K,1610
4777,238126, Guridi,CM,69,74,378,1 ★,65,61,63,69,60,60,€2M,€12K,1703
4778,193584, G. Burgstaller,ST,72,72,382,1 ★,55,72,66,69,39,81,€2M,€15K,1822
4779,224049, N. Breitenbruch,RB CB,70,73,381,1 ★,72,40,58,64,67,80,€2M,€7K,1757
4780,197170, K. Harris,LW LWB RWB,71,71,384,1 ★,85,58,63,77,41,60,€2M,€15K,1728
4781,247090, E. Fernández,CM,66,80,387,1 ★,70,56,66,71,61,63,€2M,€3K,1814
4782,216627, K. Moore,ST,71,71,389,1 ★,75,67,56,65,46,80,€2M,€20K,1778
4783,221753, M. Sobottka,CDM CM,71,72,393,1 ★,64,55,62,66,70,76,€2M,€16K,1821
4784,212282, I. Sylla,LWB LB,71,72,398,1 ★,64,61,67,68,65,73,€2M,€5K,1893
4785,254267, B. Białek,ST,66,81,345,1 ★,68,65,44,60,35,73,€2M,€5K,1600
4786,201533, P. Ntep,LM LW,71,71,379,2 ★,79,67,68,72,29,64,€2M,€7K,1748
4787,211005, Jang Hyeon Soo,CB,72,72,358,1 ★,68,27,54,61,73,75,€2M,€25K,1592
4788,216381, J. Zimmer,RM RB RWB,71,71,414,1 ★,79,61,66,72,64,72,€2M,€17K,1916
4789,234814, J. Ruiz,CB CDM,66,78,365,1 ★,68,42,58,60,66,71,€2M,€7K,1674
4790,199231, Kim Tae Hwan,RB RW,72,72,418,1 ★,91,57,61,69,64,76,€2M,€7K,1920
4791,177983, C. Zapata,CB,74,74,335,2 ★,53,32,46,56,77,71,€2M,€14K,1532
4792,243778, M. Hiller,GK,67,75,356,1 ★,69,67,51,71,31,67,€2M,€650,957
4793,229702, J. Mees,LW LM,69,73,352,1 ★,68,68,64,72,21,59,€2M,€9K,1658
4794,180808, O. Kúdela,CB CDM,74,74,412,1 ★,71,54,66,70,76,75,€2M,€850,1935
4795,253256, N. Acevedo,CDM,66,79,385,1 ★,78,55,59,66,65,62,€2M,€2K,1790
4796,224841, K. Diks,RB,69,74,376,1 ★,75,40,57,66,67,71,€2M,€17K,1731
4797,252489, M. Kana,CDM CB CM,66,84,356,1 ★,70,32,60,67,64,63,€2M,€500,1650
4798,230218, Fabiano Sonta,CB CDM,72,72,340,1 ★,46,41,56,52,74,71,€2M,€16K,1639
4799,224590, J. Benet,CM CAM,69,74,391,1 ★,61,64,70,68,57,71,€2M,€4K,1872
4800,226382, L. Villarruel,CDM CM,72,72,408,1 ★,74,53,67,70,68,76,€2M,€700,1885
4801,230222, Ailton Valpaços,CB CDM,72,72,392,1 ★,64,58,60,63,71,76,€2M,€23K,1859
4802,199504, T. Xhaka,CDM CB,72,72,421,1 ★,74,62,68,67,67,83,€2M,€12K,1967
4803,238674, K. Broll,GK,70,76,339,1 ★,72,65,44,73,15,70,€2M,€3K,915
4804,244050, W. Burger,CM CDM,66,78,392,1 ★,76,55,62,67,59,73,€2M,€2K,1753
4805,230995, S. Sarr,CDM CM,69,75,393,1 ★,61,61,62,60,65,84,€2M,€9K,1792
4806,200532, K. D'Haene,LB LWB LM,72,72,400,1 ★,74,59,67,74,64,62,€2M,€10K,1908
4807,195412, Moisés,CDM CM CAM,73,73,430,1 ★,69,74,72,71,71,73,€2M,€15K,2018
4808,232789, T. Nakagawa,RM,71,71,383,1 ★,85,69,65,74,41,49,€2M,€9K,1851
4809,257877, J. Adamu,ST,66,80,344,1 ★,81,66,49,65,21,62,€2M,€5K,1622
4810,204886, P. Gouano,CB,71,73,334,1 ★,62,25,50,51,71,75,€2M,€5K,1520
4811,196952, J. Bidwell,LWB LB,71,72,381,1 ★,68,42,66,63,68,74,€2M,€17K,1813
4812,219736, E. Horvath,GK,71,75,388,1 ★,78,66,57,76,49,62,€2M,€11K,1141
4813,205401, Vako,LM CAM,71,71,382,1 ★,69,71,65,78,36,63,€2M,€6K,1761
4814,222553, S. Griesbeck,CDM,72,72,381,1 ★,62,47,60,56,73,83,€2M,€20K,1738
4815,255578, Júnior Santos,ST,70,72,360,1 ★,69,70,52,69,26,74,€2M,€7K,1580
4816,216155, H. Cornick,ST RW,69,73,377,1 ★,86,66,58,70,36,61,€2M,€8K,1672
4817,253275, J. Trindade,LB CM CDM,71,72,381,1 ★,74,42,60,65,68,72,€2M,€800,1737
4818,245084, M. Busi,RB,69,75,384,1 ★,73,49,59,72,63,68,€2M,€9K,1768
4819,245341, C. Bassett,CAM CM,66,78,375,1 ★,64,59,63,69,57,63,€2M,€900,1753
4820,214366, R. Carrascal,CM CDM,71,71,397,1 ★,66,61,69,65,65,71,€2M,€2K,1862
4821,240223, M. Ristić,LWB,69,74,379,1 ★,70,57,61,66,63,62,€2M,€11K,1740
4822,199776, L. Caldirola,CB,72,72,355,2 ★,49,42,63,60,72,69,€2M,€13K,1714
4823,209504, B. Hrgota,ST RW,71,71,370,1 ★,71,74,63,71,26,65,€2M,€8K,1742
4824,256098, R. Ledezma,CAM,66,81,360,1 ★,74,58,65,71,47,45,€2M,€3K,1707
4825,250723, K. Koné,CM,66,80,387,1 ★,70,55,63,71,60,68,€2M,€1K,1775
4826,210533, João Schmidt,CM CDM,71,71,404,1 ★,52,66,72,69,68,77,€2M,€5K,1952
4827,225381, J. Petriccione,CM,69,74,358,1 ★,54,51,70,68,55,60,€2M,€6K,1713
4828,232549, M. Peano,GK,67,75,378,1 ★,69,65,65,69,43,67,€2M,€2K,1098
4829,246118, U. Meraş,LB LM,69,74,374,1 ★,72,42,60,65,65,70,€2M,€4K,1740
4830,192102, N. Hult,LB LWB LM,72,72,410,1 ★,81,59,69,72,66,63,€2M,€17K,1930
4831,224104, D. Martínez,RB,72,72,413,1 ★,72,65,64,71,68,73,€2M,€12K,1929
4832,226156, C. Valenzuela,LW RW,67,74,344,1 ★,78,62,62,72,22,48,€2M,€4K,1636
4833,240493, A. Paschalakis,GK,73,73,410,1 ★,81,62,65,82,50,70,€2M,€850,1209
4834,238190, J. Familia-Castillo,LB,66,78,391,1 ★,79,53,62,68,57,72,€2M,€2K,1782
4835,240751, G. Poussin,GK,67,77,352,1 ★,68,66,64,66,21,67,€2M,€5K,949
4836,178031, P. Baysse,CB,73,73,361,1 ★,43,45,62,61,73,77,€2M,€23K,1734
4837,203888, Eric Botteghin,CB,73,73,312,2 ★,30,35,44,49,74,80,€2M,€11K,1487
4838,225395, Ezkieta,GK,67,75,375,1 ★,65,66,65,65,45,69,€2M,€5K,1136
4839,215157, F. Lértora,CDM CM,72,72,397,1 ★,61,55,65,67,73,76,€2M,€10K,1879
4840,192373, M. Caraglio,ST,72,72,352,1 ★,44,73,61,68,27,79,€2M,€42K,1697
4841,203128, T. Monconduit,CDM CM,72,72,398,1 ★,60,55,69,67,71,76,€2M,€20K,1895
4842,222840, R. Coly,LB,69,74,382,1 ★,77,45,59,65,65,71,€2M,€12K,1754
4843,171896, H. Ayala,CB,74,74,379,1 ★,55,53,65,59,75,72,€2M,€34K,1798
4844,211321, M. Konaté,ST,71,71,358,1 ★,74,69,56,71,23,65,€2M,€11K,1685
4845,234873, M. Pajač,LM LB,71,71,402,1 ★,74,66,70,71,61,60,€2M,€19K,1873
4846,177273, J. Domínguez,CB RB,73,73,375,1 ★,64,41,60,61,75,74,€2M,€40K,1772
4847,202107, A. Morales,CDM CM,72,72,403,1 ★,64,58,69,70,66,76,€2M,€18K,1915
4848,223867, A. Gruber,RW ST CF,70,72,379,1 ★,77,70,67,71,31,63,€2M,€16K,1841
4849,246398, S. Rojas,GK,70,76,373,1 ★,68,67,70,71,25,72,€2M,€500,1043
4850,214911, A. Parot,LB,72,72,415,1 ★,73,61,65,68,69,79,€2M,€9K,1915
4851,235135, H. Balic,LW ST CF,69,73,374,1 ★,91,66,62,66,30,59,€2M,€12K,1689
4852,241536, M. Sarkaria,LM RM CAM,69,73,376,1 ★,76,65,66,73,34,62,€2M,€8K,1760
4853,251266, Y. Vorogovskiy,LB,69,74,370,1 ★,69,46,58,62,68,67,€2M,€5K,1718
4854,212099, S. Tronstad,CM CDM,69,73,398,1 ★,67,60,67,70,64,70,€2M,€8K,1882
4855,214659, N. Freire,CB,71,73,309,1 ★,48,29,42,48,73,69,€2M,€9K,1415
4856,230019, V. Nsimba,LB,71,72,409,1 ★,84,60,64,71,65,65,€2M,€5K,1914
4857,231301, E. Saavedra,RB CM,69,74,361,1 ★,73,52,55,63,64,54,€2M,€500,1679
4858,181383, J. Johansson,CDM CM CB,72,72,390,1 ★,50,63,63,64,72,78,€2M,€4K,1793
4859,184457, R. van Wolfswinkel,ST RM,72,72,381,2 ★,63,72,70,71,42,63,€2M,€14K,1836
4860,230282, Guto Costinho,CB,73,73,364,1 ★,62,37,56,61,74,74,€2M,€26K,1679
4861,229260, K. Bua,LM,71,71,386,1 ★,83,64,65,73,38,63,€2M,€9K,1731
4862,234892, Matheus Rossetto,CAM CM,67,74,368,1 ★,72,61,65,71,42,57,€2M,€3K,1696
4863,206222, Bigas,CB LB,72,72,381,1 ★,66,52,59,60,72,72,€2M,€18K,1796
4864,232849, R. Ogawa,LB,69,74,395,1 ★,77,53,62,64,63,76,€2M,€5K,1807
4865,177553, Vieirinha,LM LB RB,74,74,420,2 ★,71,75,73,73,68,60,€2M,€1K,2050
4866,248209, P. Maslov,RB CM LB,66,79,349,1 ★,76,33,56,59,62,63,€2M,€9K,1576
4867,199570, J. Sánchez,RB,72,72,401,1 ★,79,57,62,72,68,63,€2M,€29K,1899
4868,207507, L. James,ST,71,71,366,1 ★,69,70,53,71,29,74,€2M,€6K,1722
4869,211348, S. Dimitrievski,GK,71,75,391,1 ★,72,70,68,70,37,74,€2M,€4K,1177
4870,208534, A. Mawson,CB,70,74,339,1 ★,54,39,49,57,71,69,€2M,€41K,1538
4871,234903, G. Coucke,GK,67,76,368,1 ★,68,65,66,68,38,63,€2M,€2K,1051
4872,202905, C. Nyman,ST,71,71,393,1 ★,84,69,58,67,34,81,€2M,€6K,1802
4873,212121, J. Vanlerberghe,CDM CB CM,69,75,398,1 ★,65,61,67,65,67,73,€2M,€6K,1874
4874,228505, P. Pentz,GK,70,76,401,1 ★,68,65,73,73,54,68,€2M,€7K,1261
4875,231835, T. Henry,ST,70,72,350,1 ★,61,68,55,59,35,72,€2M,€9K,1635
4876,236956, J. Abrigo,CAM LW,69,74,362,1 ★,78,58,65,72,39,50,€2M,€2K,1690
4877,242332, G. Busio,CM CAM CDM,66,80,374,1 ★,62,62,63,71,57,59,€2M,€900,1828
4878,192156, Rúben Lima,LWB CB,72,72,405,1 ★,73,57,65,69,72,69,€2M,€6K,1925
4879,212381, R. Insigne,CF RM RW,70,72,355,1 ★,82,63,71,73,27,39,€2M,€11K,1705
4880,182941, P. Aguilar,CB,74,74,366,1 ★,56,52,54,55,75,74,€2M,€44K,1745
4881,226206, Clavería,CM CDM,67,74,397,1 ★,66,63,60,66,69,73,€2M,€3K,1867
4882,232607, F. Formiliano,CB CDM,71,73,343,1 ★,64,27,50,55,69,78,€2M,€800,1605
4883,253343, J. Pinos,GK,73,73,383,1 ★,71,72,73,70,22,75,€2M,€600,978
4884,201122, T. Kalas,CB RB,71,73,383,1 ★,72,48,54,63,71,75,€2M,€24K,1722
4885,229282, Thiago Santana,ST,71,71,365,1 ★,67,73,58,68,25,74,€2M,€5K,1714
4886,182179, S. De Maio,CB,74,74,329,2 ★,55,33,38,49,77,77,€2M,€14K,1507
4887,209061, S. Hedlund,CF ST,71,71,385,1 ★,90,63,64,74,27,67,€2M,€15K,1786
4888,225701, P. Gallese,GK,73,73,401,1 ★,74,67,69,74,47,70,€2M,€6K,1227
4889,252837, Nico Melamed,CAM CM LM,66,81,350,1 ★,78,54,63,70,36,49,€2M,€2K,1603
4890,234668, F. Ananou,RB CB RM,67,74,357,1 ★,77,38,47,57,66,72,€2M,€6K,1633
4891,234924, A. Diakhaby,RM LM,69,73,363,1 ★,89,64,63,70,23,54,€2M,€12K,1669
4892,246444, T. Iwata,CB,69,75,388,1 ★,74,50,60,64,69,71,€2M,€2K,1761
4893,240045, I. Ljubić,CDM CM CB,69,75,396,1 ★,64,64,65,68,66,69,€2M,€8K,1868
4894,214446, F. Campos,RB CB,71,72,386,1 ★,77,45,62,61,66,75,€2M,€6K,1793
4895,217007, M. Thiam,LM RM ST,71,71,380,1 ★,75,69,64,74,26,72,€2M,€35K,1767
4896,222639, R. Ramírez,GK,67,75,376,1 ★,67,66,59,71,49,64,€2M,€2K,1103
4897,230319, André Milazisco,GK,72,72,380,1 ★,77,64,62,77,34,66,€2M,€7K,1121
4898,190640, V. Pálsson,CDM CB CM,72,72,405,1 ★,74,56,61,61,72,81,€2M,€15K,1882
4899,223159, R. Dickie,CB,69,75,338,1 ★,54,36,49,55,69,75,€2M,€4K,1539
4900,251831, D. Garcia,LM LW CAM,67,74,359,1 ★,74,52,66,71,49,47,€2M,€5K,1695
4901,224440, J. Pollersbeck,GK,71,75,382,1 ★,73,66,72,73,28,70,€2M,€23K,1113
4902,215227, J. Carli,CB,74,74,331,1 ★,46,34,44,49,77,81,€2M,€11K,1526
4903,188091, F. Gulbrandsen,ST,71,71,402,1 ★,86,70,58,75,36,77,€2M,€24K,1854
4904,259259, S. Mele,GK,67,76,359,1 ★,69,58,60,70,37,65,€2M,€500,998
4905,220348, Iza Carcelén,RB RM,71,72,411,1 ★,79,57,68,69,63,75,€2M,€16K,1919
4906,243646, B. Nygren,CAM ST RW,66,80,337,1 ★,66,62,64,67,20,58,€2M,€2K,1575
4907,214209, A. del Valle,ST RM,72,72,390,1 ★,78,72,62,74,36,68,€2M,€4K,1815
4908,232900, C. Monschein,ST,71,71,370,1 ★,87,70,52,71,22,68,€2M,€14K,1689
4909,230342, Edsinho Torres,LB,71,71,381,1 ★,70,54,60,60,67,70,€2M,€7K,1823
4910,251335, W. Coulibaly,RB LB,66,78,355,1 ★,70,35,54,60,63,73,€2M,€2K,1614
4911,244938, Montero,CB,66,80,311,1 ★,41,29,49,58,67,67,€2M,€8K,1455
4912,210123, P. González,CM CDM RB,71,71,396,1 ★,56,66,71,68,64,71,€2M,€6K,1887
4913,243662, Kalindi,RB,71,72,388,1 ★,87,51,59,71,62,58,€2M,€7K,1821
4914,215247, M. Ingvartsen,ST CAM,69,73,361,1 ★,60,73,60,66,33,69,€2M,€13K,1739
4915,248018, A. Vlad,GK,67,78,365,1 ★,68,64,66,67,35,65,€2M,€3K,1084
4916,216275, P. Mwene,RB RM RWB,71,72,377,1 ★,76,44,61,70,64,62,€2M,€16K,1756
4917,226772, J. Laso,CB RB,72,72,359,1 ★,61,41,51,54,69,83,€2M,€12K,1660
4918,198614, Raúl Navas,CB,73,73,319,1 ★,35,45,55,46,75,63,€2M,€22K,1614
4919,213974, D. Rodríguez,CDM CM,72,72,397,1 ★,66,57,66,67,70,71,€2M,€14K,1896
4920,236758, O. Christensen,GK,67,76,370,1 ★,68,65,66,68,38,65,€2M,€2K,1091
4921,200408, B. Gibson,CB,71,73,322,1 ★,53,29,48,51,73,68,€2M,€28K,1517
4922,228312, R. Lod,LM CF,71,71,401,1 ★,71,69,70,71,54,66,€2M,€6K,1890
4923,230362, Daguinho Parrela,RB RWB,71,71,388,1 ★,75,44,68,58,68,75,€2M,€13K,1790
4924,234458, C. Quintana,CB,73,73,332,1 ★,51,32,46,48,75,80,€2M,€11K,1517
4925,194781, Renan Ribeiro,GK,73,73,406,1 ★,76,65,65,77,51,72,€2M,€8K,1157
4926,227806, D. Barlaser,CDM CM,69,75,380,1 ★,54,59,70,66,64,67,€2M,€15K,1838
4927,240095, L. Štulac,CDM CM,70,74,399,1 ★,70,61,67,65,67,69,€2M,€2K,1918
4928,198625, S. Bain,GK,72,74,415,1 ★,70,72,72,74,60,67,€2M,€27K,1355
4929,184035, B. Angulo,LB LWB,72,72,404,1 ★,78,54,62,68,69,73,€2M,€7K,1835
4930,197860, Ivo Pinto,RB,72,72,400,1 ★,84,47,63,68,67,71,€2M,€8K,1845
4931,248041, F. Ștefan,LB LM,69,74,404,1 ★,73,62,65,65,67,72,€2M,€5K,1872
4932,238570, Song Bum Keun,GK,67,77,358,1 ★,68,64,65,68,26,67,€2M,€3K,989
4933,189930, I. Köybaşı,LB LM,72,72,416,2 ★,75,64,71,74,66,66,€2M,€10K,1966
4934,239340, J. Chabot,CB,69,75,300,1 ★,37,27,43,49,69,75,€2M,€14K,1411
4935,242412, M. Mihojević,CB,69,75,337,1 ★,62,39,49,46,70,71,€2M,€9K,1547
4936,205551, Álvaro Lemos,RB RM,71,72,410,1 ★,80,58,65,70,66,71,€2M,€7K,1938
4937,234223, L. Maciel,CM CDM,67,74,388,1 ★,67,53,62,67,61,78,€2M,€4K,1784
4938,198641, K. Zohore,ST,70,72,351,1 ★,65,70,48,64,26,78,€2M,€42K,1577
4939,226803, T. Parker,CB,71,73,351,1 ★,70,31,46,53,69,82,€2M,€5K,1574
4940,190195, M. Samassa,GK,73,73,410,1 ★,73,68,69,77,52,71,€2M,€11K,1138
4941,219637, Cantero,GK,70,76,405,1 ★,68,74,65,71,59,68,€2M,€4K,1290
4942,220150, J. Deza,RM LM ST,71,71,390,1 ★,86,70,64,74,38,58,€2M,€650,1795
4943,230393, Paolito Serra,CB,72,72,322,1 ★,35,47,49,49,74,68,€2M,€16K,1499
4944,252154, M. Carnesecchi,GK,66,82,357,1 ★,65,66,58,70,32,66,€2M,€6K,977
4945,218621, F. Sánchez,RB RM RWB,72,72,413,1 ★,86,60,61,69,66,71,€2M,€600,1886
4946,257279, Alex Baena,RW LM RM,66,81,350,1 ★,68,65,60,70,39,48,€2M,€4K,1637
4947,225536, R. Corlu,CAM CM,66,75,357,1 ★,81,59,61,70,26,60,€1.9M,€6K,1699
4948,212225, E. Roco,CB,71,72,336,2 ★,37,41,54,56,72,76,€1.9M,€9K,1575
4949,228353, G. Hendrickx,CDM CM,69,74,389,1 ★,63,58,68,65,66,69,€1.9M,€7K,1896
4950,234241, B. Lubala,LM,66,76,369,1 ★,84,63,60,66,34,62,€1.9M,€3K,1679
4951,239617, A. Cervantes,CM CDM,66,75,359,1 ★,60,49,64,63,60,63,€1.9M,€11K,1691
4952,192001, C. Guzmán,RB,70,73,383,1 ★,72,47,58,68,66,72,€1.9M,€7K,1771
4953,215042, G. Lezcano,RM RW,73,73,383,1 ★,77,70,66,74,24,72,€1.9M,€11K,1828
4954,250882, Berto Cayarga,LM RM,68,74,362,1 ★,76,65,65,70,25,61,€1.9M,€3K,1706
4955,231428, F. Bandinelli,CM,69,73,403,1 ★,72,67,67,69,63,65,€1.9M,€2K,1907
4956,140293, A. Mirante,GK,79,79,427,2 ★,79,79,68,78,43,80,€1.9M,€27K,1224
4957,228357, K. Soni,CAM ST LM,66,75,378,1 ★,77,60,59,71,44,67,€1.9M,€3K,1727
4958,248069, Javi Navarro,LM LW,66,75,340,1 ★,75,58,61,67,25,54,€1.9M,€7K,1565
4959,198150, Guerrero,ST,71,71,384,1 ★,69,70,65,70,42,68,€1.9M,€34K,1841
4960,203782, A. Benali,CM CDM,71,71,396,1 ★,78,62,70,79,44,63,€1.9M,€9K,1871
4961,212230, Iuri Medeiros,RM,70,71,365,2 ★,72,64,70,77,34,48,€1.9M,€8K,1801
4962,223751, G. Jung,CB CDM,70,73,372,1 ★,69,41,57,61,72,72,€1.9M,€8K,1685
4963,241159, M. Guehi,CB,66,81,334,1 ★,66,31,47,59,68,63,€1.9M,€4K,1520
4964,241927, J. Méndez,CM,66,75,392,1 ★,71,58,66,69,61,67,€1.9M,€4K,1844
4965,234249, S. Surridge,ST,66,75,332,1 ★,61,65,43,64,28,71,€1.9M,€4K,1538
4966,244489, P. Chato,CDM CM,69,74,382,1 ★,67,47,57,62,69,80,€1.9M,€4K,1740
4967,245770, D. Drăguș,ST LW,66,75,347,1 ★,76,65,50,67,19,70,€1.9M,€4K,1610
4968,203276, Héber,ST CF,71,71,357,1 ★,67,70,55,65,32,68,€1.9M,€7K,1703
4969,215820, L. Donnelly,CDM RB CB,67,74,392,1 ★,67,64,61,63,63,74,€1.9M,€2K,1873
4970,225550, Gaspar,LM RM,66,74,321,1 ★,57,57,65,72,39,31,€1.9M,€7K,1491
4971,244750, Z. Kožulj,CM,70,71,402,1 ★,70,71,69,70,57,65,€1.9M,€9K,1897
4972,223247, N. Acevedo,CM CDM,72,72,419,1 ★,68,57,73,72,69,80,€1.9M,€11K,2011
4973,231951, R. Williams,RM RWB,68,74,401,1 ★,89,60,62,68,54,68,€1.9M,€5K,1851
4974,221456, R. Burke,CB,69,74,352,1 ★,68,36,51,57,71,69,€1.9M,€4K,1575
4975,238097, Na Sang Ho,LM ST,68,74,368,1 ★,75,67,59,68,33,66,€1.9M,€4K,1705
4976,254225, Anderson Oliveira,RW LW,66,77,331,1 ★,76,60,54,71,29,41,€1.9M,€2K,1558
4977,202002, L. Landre,CB,71,73,341,1 ★,53,36,53,55,71,73,€1.9M,€14K,1626
4978,212244, C. Lenz,LB LM,70,73,369,1 ★,68,39,62,68,66,66,€1.9M,€14K,1718
4979,237333, L. Verstraete,CM CDM CAM,66,74,384,1 ★,64,53,66,66,63,72,€1.9M,€5K,1806
4980,253718, J. Ramírez,ST,66,74,326,1 ★,68,67,48,59,24,60,€1.9M,€500,1524
4981,199960, J. Paterson,CAM CM,71,71,374,1 ★,76,66,69,74,39,50,€1.9M,€28K,1788
4982,224537, Iago,CB,71,73,324,1 ★,45,31,47,52,72,77,€1.9M,€15K,1544
4983,243993, Enric Gallego,ST,73,73,355,1 ★,59,76,56,68,25,71,€1.9M,€26K,1668
4984,245785, S. Hatanaka,CB,70,73,341,1 ★,52,36,55,54,69,75,€1.9M,€6K,1580
4985,240922, Dani Escriche,ST LM,66,74,347,1 ★,69,66,51,65,35,61,€1.9M,€7K,1621
4986,189468, Daniel Candeias,RM LM,72,72,416,1 ★,75,64,69,73,56,79,€1.9M,€13K,1947
4987,219677, Ricardo Gomes,ST LW,71,71,377,1 ★,68,72,60,70,32,75,€1.9M,€11K,1740
4988,228893, M. Guanini,CB,67,74,303,1 ★,37,33,43,45,69,76,€1.9M,€4K,1440
4989,244509, D. Jastrzembski,LM,66,75,363,1 ★,81,61,59,70,35,57,€1.9M,€9K,1648
4990,248093, C. Dima,CB,66,79,355,1 ★,69,40,53,54,66,73,€1.9M,€2K,1620
4991,229150, P. Hatzidiakos,CB,69,74,388,1 ★,68,52,65,63,68,72,€1.9M,€4K,1773
4992,239902, Gonçalo Agrelos,LW LWB,66,74,375,1 ★,74,55,62,70,53,61,€1.9M,€2K,1718
4993,241695, J. Amon,LW,66,76,362,1 ★,90,56,54,71,32,59,€1.9M,€4K,1655
4994,206626, M. Ishak,ST,70,71,374,1 ★,71,70,56,64,38,75,€1.9M,€7K,1726
4995,183332, F. Bartels,RW LW CF,73,73,379,2 ★,69,69,72,77,44,48,€1.9M,€18K,1818
4996,254756, B. Armoa,RW ST,66,77,334,1 ★,77,60,60,62,23,52,€1.9M,€4K,1508
4997,256548, M. Grüll,ST RM LM,66,76,366,1 ★,80,68,63,68,25,62,€1.9M,€3K,1675
4998,239397, B. Manu,LM,66,75,374,1 ★,92,58,54,70,35,65,€1.9M,€5K,1706
4999,221990, J. Cabral,CB,71,73,301,1 ★,41,29,46,43,73,69,€1.9M,€9K,1410
5000,220968, A. El Messaoudi,CDM CM,69,74,409,1 ★,69,66,61,71,65,77,€1.9M,€4K,1854
5001,221737, Y. Moreno,LB LM CAM,70,73,401,1 ★,78,58,64,71,65,65,€1.9M,€12K,1831
5002,246826, T. Watanabe,CB,67,74,317,1 ★,61,29,46,41,67,73,€1.9M,€3K,1477
5003,226604, D. Valoyes,LM RM,68,74,384,1 ★,78,65,64,69,45,63,€1.9M,€6K,1785
5004,230444, Edardynho Neto,ST,70,70,356,1 ★,79,73,50,74,23,57,€1.9M,€9K,1619
